"Participant"	"Block"	"Episode"	"First_Action"	"first_non_na_index"	"Movement"	"Movement_Words"	"Balance"	"X0_y"	"side"	"correct_key"	"optimal_key"	"Tic"	"Time_of_Action"	"Time_of_Episode"
12	2	1	"MOVE_RIGHT"	31	1	"inverted"	0	119.768585205078	"left"	"correct"	FALSE	46	0.92	2.16
12	2	2	"MOVE_RIGHT"	41	0	"normal"	0	-167.524475097656	"right"	"correct"	FALSE	56	1.12	2.32
12	2	3	"MOVE_RIGHT"	26	0	"normal"	0	-118.697708129883	"right"	"correct"	FALSE	41	0.82	1.46
12	2	4	"MOVE_LEFT"	28	1	"inverted"	0	-86.6700134277344	"right"	"correct"	TRUE	43	0.86	3.32
12	2	5	"MOVE_LEFT"	29	0	"normal"	0	206.073608398438	"left"	"correct"	TRUE	44	0.88	1.72
12	2	6	"MOVE_LEFT"	28	0	"normal"	0	229.174530029297	"left"	"correct"	TRUE	43	0.86	1.88
12	2	7	"MOVE_LEFT"	27	0	"normal"	0	75.0232849121094	"left"	"correct"	TRUE	42	0.84	1.44
12	2	8	"MOVE_LEFT"	24	0	"normal"	0	294.857452392578	"left"	"correct"	TRUE	39	0.78	1.88
12	2	9	"MOVE_LEFT"	25	0	"normal"	0	202.284149169922	"left"	"correct"	TRUE	40	0.8	1.56
12	2	10	"MOVE_RIGHT"	22	1	"inverted"	0	-114.539260864258	"right"	"incorrect"	FALSE	37	0.74	1.5
12	2	11	"MOVE_RIGHT"	28	1	"inverted"	0	-109.599243164062	"right"	"incorrect"	FALSE	43	0.86	1.48
12	2	12	"MOVE_RIGHT"	23	1	"inverted"	0	-97.2714996337891	"right"	"incorrect"	FALSE	38	0.76	1.32
12	2	13	"MOVE_LEFT"	29	0	"normal"	0	108.952972412109	"left"	"correct"	TRUE	44	0.88	1.46
12	2	14	"MOVE_LEFT"	29	0	"normal"	0	-102.684463500977	"right"	"incorrect"	TRUE	44	0.88	2.58
12	2	17	"MOVE_RIGHT"	44	1	"inverted"	0	-182.765716552734	"right"	"incorrect"	FALSE	59	1.18	2.6
12	2	18	"MOVE_RIGHT"	32	1	"inverted"	0	-95.6598510742188	"right"	"incorrect"	FALSE	47	0.94	1.58
12	2	19	"MOVE_RIGHT"	26	1	"inverted"	0	-154.033813476562	"right"	"incorrect"	FALSE	41	0.82	1.6
12	2	20	"MOVE_RIGHT"	29	1	"inverted"	0	-95.2826538085938	"right"	"incorrect"	FALSE	44	0.88	1.44
