"Participant"	"Block"	"Episode"	"First_Action"	"first_non_na_index"	"Movement"	"Movement_Words"	"Balance"	"X0_y"	"side"	"correct_key"	"optimal_key"	"Tic"	"Time_of_Action"	"Time_of_Episode"
12	4	1	"MOVE_LEFT"	25	1	"inverted"	1	106.127487182617	"left"	"incorrect"	FALSE	40	0.8	1.42
12	4	2	"MOVE_LEFT"	21	1	"inverted"	1	266.19905090332	"left"	"incorrect"	FALSE	36	0.72	1.9
12	4	3	"MOVE_LEFT"	19	1	"inverted"	1	-179.817489624023	"right"	"correct"	FALSE	34	0.68	2.84
12	4	4	"MOVE_LEFT"	35	0	"normal"	1	-187.135665893555	"right"	"incorrect"	FALSE	50	1	2.8
12	4	5	"MOVE_LEFT"	25	1	"inverted"	1	145.737670898438	"left"	"incorrect"	FALSE	40	0.8	1.4
12	4	6	"MOVE_LEFT"	26	1	"inverted"	1	-194.709762573242	"right"	"correct"	FALSE	41	0.82	2.7
12	4	8	"MOVE_LEFT"	33	1	"inverted"	1	-33.8193511962891	"right"	"correct"	FALSE	48	0.96	2.14
12	4	9	"MOVE_LEFT"	32	0	"normal"	1	-51.3116912841797	"right"	"incorrect"	FALSE	47	0.94	2.14
12	4	10	"MOVE_LEFT"	28	1	"inverted"	1	229.896331787109	"left"	"incorrect"	FALSE	43	0.86	2.72
12	4	11	"MOVE_LEFT"	28	1	"inverted"	1	236.331604003906	"left"	"incorrect"	FALSE	43	0.86	1.88
12	4	12	"MOVE_LEFT"	24	1	"inverted"	1	159.754745483398	"left"	"incorrect"	FALSE	39	0.78	1.4
12	4	13	"MOVE_RIGHT"	26	0	"normal"	1	-205.229293823242	"right"	"correct"	TRUE	41	0.82	1.7
12	4	14	"MOVE_LEFT"	24	1	"inverted"	1	-97.8707427978516	"right"	"correct"	FALSE	39	0.78	2.44
12	4	15	"MOVE_LEFT"	25	1	"inverted"	1	224.607986450195	"left"	"incorrect"	FALSE	40	0.8	1.56
12	4	16	"MOVE_RIGHT"	31	1	"inverted"	1	-20.3445892333984	"right"	"incorrect"	TRUE	46	0.92	2.54
12	4	17	"MOVE_LEFT"	56	0	"normal"	1	-94.6904602050781	"right"	"incorrect"	FALSE	71	1.42	2.96
12	4	18	"MOVE_RIGHT"	25	0	"normal"	1	238.66032409668	"left"	"incorrect"	TRUE	40	0.8	3.2
12	4	19	"MOVE_RIGHT"	26	1	"inverted"	1	240.561141967773	"left"	"correct"	TRUE	41	0.82	2.66
12	4	20	"MOVE_RIGHT"	32	0	"normal"	1	-146.598556518555	"right"	"correct"	TRUE	47	0.94	1.88
