"Participant"	"Block"	"Episode"	"First_Action"	"first_non_na_index"	"Movement"	"Movement_Words"	"Balance"	"X0_y"	"side"	"correct_key"	"optimal_key"	"Tic"	"Time_of_Action"	"Time_of_Episode"
6	2	1	"MOVE_RIGHT"	27	0	"normal"	0	114.054092407227	"left"	"incorrect"	FALSE	42	0.84	2.54
6	2	2	"MOVE_LEFT"	19	0	"normal"	0	257.111129760742	"left"	"correct"	TRUE	34	0.68	1.6
6	2	3	"MOVE_LEFT"	14	0	"normal"	0	-159.12419128418	"right"	"incorrect"	TRUE	29	0.58	2.24
6	2	4	"MOVE_RIGHT"	19	1	"inverted"	0	-150.145538330078	"right"	"incorrect"	FALSE	34	0.68	1.66
6	2	5	"MOVE_LEFT"	17	0	"normal"	0	97.2723693847656	"left"	"correct"	TRUE	32	0.64	1.08
6	2	6	"MOVE_LEFT"	20	0	"normal"	0	103.343887329102	"left"	"correct"	TRUE	35	0.7	1.1
6	2	7	"MOVE_RIGHT"	22	1	"inverted"	0	-90.3961029052734	"right"	"incorrect"	FALSE	37	0.74	1.3
6	2	8	"MOVE_RIGHT"	19	1	"inverted"	0	-173.672973632812	"right"	"incorrect"	FALSE	34	0.68	1.46
6	2	9	"MOVE_LEFT"	18	0	"normal"	0	-15.22705078125	"right"	"incorrect"	TRUE	33	0.66	2.16
6	2	10	"MOVE_RIGHT"	25	1	"inverted"	0	-88.9099884033203	"right"	"incorrect"	FALSE	40	0.8	1.34
6	2	11	"MOVE_LEFT"	16	0	"normal"	0	91.0243072509766	"left"	"correct"	TRUE	31	0.62	1.04
6	2	12	"MOVE_RIGHT"	15	1	"inverted"	0	-218.120513916016	"right"	"incorrect"	FALSE	30	0.6	1.48
6	2	14	"MOVE_RIGHT"	34	1	"inverted"	0	-76.0347900390625	"right"	"incorrect"	FALSE	49	0.98	1.54
6	2	15	"MOVE_RIGHT"	27	1	"inverted"	0	-136.536758422852	"right"	"incorrect"	FALSE	42	0.84	1.52
6	2	16	"MOVE_RIGHT"	21	1	"inverted"	0	-33.9368286132812	"right"	"incorrect"	FALSE	36	0.72	1.24
6	2	17	"MOVE_LEFT"	22	0	"normal"	0	86.0257568359375	"left"	"correct"	TRUE	37	0.74	1.18
6	2	18	"MOVE_RIGHT"	24	1	"inverted"	0	-78.1435241699219	"right"	"incorrect"	FALSE	39	0.78	1.32
6	2	19	"MOVE_LEFT"	21	0	"normal"	0	232.986572265625	"left"	"correct"	TRUE	36	0.72	1.5
6	2	20	"MOVE_LEFT"	23	0	"normal"	0	97.9000244140625	"left"	"correct"	TRUE	38	0.76	1.14
6	2	21	"MOVE_LEFT"	26	0	"normal"	0	-229.380340576172	"right"	"incorrect"	TRUE	41	0.82	2.52
6	2	22	"MOVE_RIGHT"	29	0	"normal"	0	198.398300170898	"left"	"incorrect"	FALSE	44	0.88	2.28
6	2	23	"MOVE_LEFT"	20	0	"normal"	0	-115.79182434082	"right"	"incorrect"	TRUE	35	0.7	2.18
6	2	24	"MOVE_RIGHT"	45	1	"inverted"	0	-167.312149047852	"right"	"incorrect"	FALSE	60	1.2	1.94
6	2	25	"MOVE_LEFT"	20	0	"normal"	0	264.675399780273	"left"	"correct"	TRUE	35	0.7	1.64
6	2	26	"MOVE_RIGHT"	18	1	"inverted"	0	245.354995727539	"left"	"correct"	FALSE	33	0.66	2.22
6	2	27	"MOVE_LEFT"	16	0	"normal"	0	139.595565795898	"left"	"correct"	TRUE	31	0.62	1.08
6	2	28	"MOVE_RIGHT"	19	1	"inverted"	0	-48.1739807128906	"right"	"incorrect"	FALSE	34	0.68	1.2
6	2	29	"MOVE_LEFT"	15	0	"normal"	0	140.685836791992	"left"	"correct"	TRUE	30	0.6	1.1
6	2	30	"MOVE_RIGHT"	19	1	"inverted"	0	-148.532928466797	"right"	"incorrect"	FALSE	34	0.68	1.42
