"Participant"	"Block"	"Episode"	"First_Action"	"first_non_na_index"	"Movement"	"Movement_Words"	"Balance"	"X0_y"	"side"	"correct_key"	"optimal_key"	"Tic"	"Time_of_Action"	"Time_of_Episode"
8	1	1	"MOVE_RIGHT"	55	0	"normal"	1	-49.7032165527344	"right"	"correct"	TRUE	70	1.4	2.1
8	1	2	"MOVE_RIGHT"	62	1	"inverted"	1	132.203170776367	"left"	"correct"	TRUE	77	1.54	3.08
8	1	3	"MOVE_RIGHT"	38	0	"normal"	1	104.044738769531	"left"	"incorrect"	TRUE	53	1.06	2.32
8	1	4	"MOVE_LEFT"	44	0	"normal"	1	194.234436035156	"left"	"correct"	FALSE	59	1.18	2.18
8	1	5	"MOVE_RIGHT"	33	1	"inverted"	1	137.202239990234	"left"	"correct"	TRUE	48	0.96	3.12
8	1	6	"MOVE_RIGHT"	31	0	"normal"	1	-51.4467163085938	"right"	"correct"	TRUE	46	0.92	1.52
8	1	7	"MOVE_RIGHT"	27	0	"normal"	1	-158.419387817383	"right"	"correct"	TRUE	42	0.84	1.84
8	1	8	"MOVE_RIGHT"	50	1	"inverted"	1	162.593215942383	"left"	"correct"	TRUE	65	1.3	3.08
8	1	10	"MOVE_LEFT"	41	0	"normal"	1	204.154113769531	"left"	"correct"	FALSE	56	1.12	2.04
8	1	11	"MOVE_RIGHT"	41	1	"inverted"	1	163.566375732422	"left"	"correct"	TRUE	56	1.12	2.68
8	1	12	"MOVE_LEFT"	30	1	"inverted"	1	135.150955200195	"left"	"incorrect"	FALSE	45	0.9	1.52
8	1	13	"MOVE_RIGHT"	35	1	"inverted"	1	173.260482788086	"left"	"correct"	TRUE	50	1	2.54
8	1	14	"MOVE_LEFT"	47	0	"normal"	1	-97.9201507568359	"right"	"incorrect"	FALSE	62	1.24	3.06
8	1	15	"MOVE_RIGHT"	35	1	"inverted"	1	172.669708251953	"left"	"correct"	TRUE	50	1	2.58
8	1	16	"MOVE_LEFT"	27	1	"inverted"	1	174.247451782227	"left"	"incorrect"	FALSE	42	0.84	1.48
8	1	17	"MOVE_LEFT"	25	1	"inverted"	1	-49.7134399414062	"right"	"correct"	FALSE	40	0.8	2.04
8	1	18	"MOVE_RIGHT"	51	0	"normal"	1	82.3549194335938	"left"	"incorrect"	TRUE	66	1.32	2.52
8	1	19	"MOVE_LEFT"	27	0	"normal"	1	-202.939559936523	"right"	"incorrect"	FALSE	42	0.84	2.72
8	1	21	"MOVE_LEFT"	35	1	"inverted"	1	-47.8796539306641	"right"	"correct"	FALSE	50	1	2.4
8	1	22	"MOVE_LEFT"	29	0	"normal"	1	-82.5707092285156	"right"	"incorrect"	FALSE	44	0.88	2.34
8	1	23	"MOVE_RIGHT"	35	1	"inverted"	1	119.602645874023	"left"	"correct"	TRUE	50	1	2.44
8	1	24	"MOVE_RIGHT"	37	0	"normal"	1	134.35334777832	"left"	"incorrect"	TRUE	52	1.04	2.62
8	1	25	"MOVE_RIGHT"	29	1	"inverted"	1	139.902877807617	"left"	"correct"	TRUE	44	0.88	2.4
8	1	26	"MOVE_RIGHT"	35	1	"inverted"	1	298.84407043457	"left"	"correct"	TRUE	50	1	3.06
8	1	27	"MOVE_RIGHT"	29	0	"normal"	1	-196.171768188477	"right"	"correct"	TRUE	44	0.88	2.12
8	1	28	"MOVE_RIGHT"	45	0	"normal"	1	87.1872711181641	"left"	"incorrect"	TRUE	60	1.2	2.34
8	1	29	"MOVE_RIGHT"	25	0	"normal"	1	-19.8321380615234	"right"	"correct"	TRUE	40	0.8	2.54
8	1	30	"MOVE_LEFT"	39	1	"inverted"	1	102.548843383789	"left"	"incorrect"	FALSE	54	1.08	1.82
