"Participant"	"Block"	"Episode"	"First_Action"	"first_non_na_index"	"Movement"	"Movement_Words"	"Balance"	"X0_y"	"side"	"correct_key"	"optimal_key"	"Tic"	"Time_of_Action"	"Time_of_Episode"
7	1	1	"MOVE_LEFT"	38	1	"inverted"	1	296.751678466797	"left"	"incorrect"	FALSE	53	1.06	4.24
7	1	2	"MOVE_LEFT"	33	0	"normal"	1	172.096313476562	"left"	"correct"	FALSE	48	0.96	3.7
7	1	3	"MOVE_LEFT"	25	0	"normal"	1	-213.448715209961	"right"	"incorrect"	FALSE	40	0.8	5.42
7	1	4	"MOVE_LEFT"	36	1	"inverted"	1	-175.759140014648	"right"	"correct"	FALSE	51	1.02	2.58
7	1	5	"MOVE_RIGHT"	28	0	"normal"	1	297.468780517578	"left"	"incorrect"	TRUE	43	0.86	2.08
7	1	6	"MOVE_LEFT"	28	1	"inverted"	1	121.837524414062	"left"	"incorrect"	FALSE	43	0.86	3.5
7	1	8	"MOVE_LEFT"	23	1	"inverted"	1	-107.555892944336	"right"	"correct"	FALSE	38	0.76	2.2
7	1	9	"MOVE_RIGHT"	28	0	"normal"	1	137.56086730957	"left"	"incorrect"	TRUE	43	0.86	2.12
7	1	10	"MOVE_RIGHT"	29	0	"normal"	1	86.7286682128906	"left"	"incorrect"	TRUE	44	0.88	3.76
7	1	11	"MOVE_RIGHT"	31	1	"inverted"	1	-49.9037933349609	"right"	"incorrect"	TRUE	46	0.92	3.08
7	1	12	"MOVE_RIGHT"	30	0	"normal"	1	108.305419921875	"left"	"incorrect"	TRUE	45	0.9	5.64
7	1	13	"MOVE_LEFT"	35	1	"inverted"	1	-103.050735473633	"right"	"correct"	FALSE	50	1	2.92
7	1	14	"MOVE_LEFT"	23	1	"inverted"	1	-69.8111724853516	"right"	"correct"	FALSE	38	0.76	2.14
7	1	15	"MOVE_LEFT"	23	1	"inverted"	1	163.726989746094	"left"	"incorrect"	FALSE	39	0.78	1.38
7	1	16	"MOVE_RIGHT"	30	0	"normal"	1	173.817855834961	"left"	"incorrect"	TRUE	45	0.9	2.42
7	1	17	"MOVE_LEFT"	25	1	"inverted"	1	-134.727142333984	"right"	"correct"	FALSE	40	0.8	2.34
7	1	18	"MOVE_RIGHT"	22	0	"normal"	1	-25.1537322998047	"right"	"correct"	TRUE	37	0.74	2.6
7	1	19	"MOVE_RIGHT"	30	0	"normal"	1	157.968353271484	"left"	"incorrect"	TRUE	45	0.9	2.12
7	1	20	"MOVE_LEFT"	27	1	"inverted"	1	185.407806396484	"left"	"incorrect"	FALSE	42	0.84	4.18
7	1	21	"MOVE_RIGHT"	27	0	"normal"	1	-62.8978118896484	"right"	"correct"	TRUE	42	0.84	2.08
7	1	22	"MOVE_RIGHT"	24	0	"normal"	1	200.931701660156	"left"	"incorrect"	TRUE	39	0.78	1.88
7	1	23	"MOVE_RIGHT"	24	0	"normal"	1	-226.237228393555	"right"	"correct"	TRUE	39	0.78	2.16
7	1	24	"MOVE_LEFT"	24	1	"inverted"	1	-110.230224609375	"right"	"correct"	FALSE	39	0.78	3.92
7	1	25	"MOVE_LEFT"	37	1	"inverted"	1	-181.427185058594	"right"	"correct"	FALSE	52	1.04	2.56
7	1	26	"MOVE_RIGHT"	26	0	"normal"	1	-177.939437866211	"right"	"correct"	TRUE	41	0.82	3.4
7	1	27	"MOVE_RIGHT"	23	0	"normal"	1	-98.6407928466797	"right"	"correct"	TRUE	38	0.76	1.44
7	1	28	"MOVE_LEFT"	26	1	"inverted"	1	-11.8624267578125	"right"	"correct"	FALSE	41	0.82	2.44
7	1	29	"MOVE_LEFT"	30	1	"inverted"	1	-30.3047943115234	"right"	"correct"	FALSE	45	0.9	2.08
7	1	30	"MOVE_LEFT"	22	1	"inverted"	1	-23.6226348876953	"right"	"correct"	FALSE	37	0.74	1.92
